loss,hyperparameters,iteration
0.9880028664257041,"{'bagging_fraction': 1.0, 'feature_fraction': 1.0, 'lambda_l1': 0.0, 'lambda_l2': 1.0, 'learning_rate': 0.1, 'max_depth': 8.0, 'num_iterations': 198.09763606805984}",75
0.9878745624703793,"{'bagging_fraction': 1.0, 'feature_fraction': 1.0, 'lambda_l1': 0.0, 'lambda_l2': 1.0, 'learning_rate': 0.1, 'max_depth': 1.0, 'num_iterations': 191.29194949929635}",76
0.9900705186403321,"{'bagging_fraction': 1.0, 'feature_fraction': 1.0, 'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 1.0, 'max_depth': 8.0, 'num_iterations': 131.3257325897802}",77
0.9900705186403321,"{'bagging_fraction': 1.0, 'feature_fraction': 1.0, 'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 1.0, 'max_depth': 8.0, 'num_iterations': 114.78522466888577}",78
0.5,"{'bagging_fraction': 0.1, 'feature_fraction': 0.1, 'lambda_l1': 1.0, 'lambda_l2': 0.0, 'learning_rate': 0.1, 'max_depth': 1.0, 'num_iterations': 484.24572996438604}",79
0.9891858665798745,"{'bagging_fraction': 1.0, 'feature_fraction': 1.0, 'lambda_l1': 0.0, 'lambda_l2': 1.0, 'learning_rate': 1.0, 'max_depth': 4.110341731394618, 'num_iterations': 495.09393630321017}",80
0.9877119413467634,"{'bagging_fraction': 1.0, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 1.0, 'learning_rate': 0.1, 'max_depth': 8.0, 'num_iterations': 294.09703786686794}",81
0.9877119413467634,"{'bagging_fraction': 1.0, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 1.0, 'learning_rate': 0.1, 'max_depth': 8.0, 'num_iterations': 306.819823421218}",82
0.9814922543695863,"{'bagging_fraction': 1.0, 'feature_fraction': 1.0, 'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.1, 'max_depth': 8.0, 'num_iterations': 205.62075428124828}",83
0.9888984246078649,"{'bagging_fraction': 1.0, 'feature_fraction': 0.1, 'lambda_l1': 0.0, 'lambda_l2': 1.0, 'learning_rate': 1.0, 'max_depth': 1.0, 'num_iterations': 135.1392159788834}",84
0.5,"{'bagging_fraction': 0.1, 'feature_fraction': 1.0, 'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.1, 'max_depth': 1.0, 'num_iterations': 269.91842523097796}",85
0.9889933249967168,"{'bagging_fraction': 1.0, 'feature_fraction': 0.1, 'lambda_l1': 1.0, 'lambda_l2': 1.0, 'learning_rate': 1.0, 'max_depth': 1.0, 'num_iterations': 258.92342318214713}",86
0.9828188042094205,"{'bagging_fraction': 1.0, 'feature_fraction': 0.1, 'lambda_l1': 1.0, 'lambda_l2': 1.0, 'learning_rate': 1.0, 'max_depth': 8.0, 'num_iterations': 277.23893336482155}",87
0.9836261998161376,"{'bagging_fraction': 1.0, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 1.0, 'learning_rate': 1.0, 'max_depth': 1.0, 'num_iterations': 396.528946716687}",88
0.5,"{'bagging_fraction': 0.1, 'feature_fraction': 0.1, 'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.1, 'max_depth': 1.0, 'num_iterations': 313.4598464035981}",89
0.9836261998161376,"{'bagging_fraction': 1.0, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 1.0, 'learning_rate': 1.0, 'max_depth': 1.0, 'num_iterations': 325.3288123387352}",90
0.9877119413467634,"{'bagging_fraction': 1.0, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 1.0, 'learning_rate': 0.1, 'max_depth': 8.0, 'num_iterations': 322.0746982388798}",91
0.9877520827266446,"{'bagging_fraction': 1.0, 'feature_fraction': 1.0, 'lambda_l1': 0.0, 'lambda_l2': 1.0, 'learning_rate': 1.0, 'max_depth': 1.0, 'num_iterations': 476.0944335663812}",92
0.9801542274069124,"{'bagging_fraction': 1.0, 'feature_fraction': 0.1, 'lambda_l1': 1.0, 'lambda_l2': 0.0, 'learning_rate': 1.0, 'max_depth': 8.0, 'num_iterations': 167.30111145529025}",93
0.9827234470196595,"{'bagging_fraction': 1.0, 'feature_fraction': 0.1, 'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.1, 'max_depth': 1.0, 'num_iterations': 390.352848322198}",94
0.5,"{'bagging_fraction': 0.1, 'feature_fraction': 1.0, 'lambda_l1': 1.0, 'lambda_l2': 1.0, 'learning_rate': 1.0, 'max_depth': 8.0, 'num_iterations': 109.1863677802616}",95
0.9827234470196595,"{'bagging_fraction': 1.0, 'feature_fraction': 0.1, 'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.1, 'max_depth': 1.0, 'num_iterations': 109.40267270787204}",96
0.9887700064523128,"{'bagging_fraction': 1.0, 'feature_fraction': 0.1, 'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.1, 'max_depth': 8.0, 'num_iterations': 120.20877147496284}",97
0.9874550479355454,"{'bagging_fraction': 1.0, 'feature_fraction': 0.1, 'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 0.1, 'max_depth': 3.109037074940541, 'num_iterations': 104.86776309129824}",98
0.9900278648554511,"{'bagging_fraction': 1.0, 'feature_fraction': 0.1, 'lambda_l1': 0.0, 'lambda_l2': 0.0, 'learning_rate': 1.0, 'max_depth': 4.456013739286346, 'num_iterations': 114.75090558104851}",99
