loss,hyperparameters,iteration,runtime
-0.7239811912225704,"{'learning_rate': 0.39478964286656903, 'max_depth': 3.0371991330199393, 'max_features': 0.8687199766114694, 'n_estimators': 237, 'random_state': 0, 'subsample': 0.07987514229670412}",1,1.000818527303636
-0.9916927899686521,"{'learning_rate': 0.5891650158458749, 'max_depth': 4.971207434390201, 'max_features': 0.752169889119852, 'n_estimators': 362, 'random_state': 0, 'subsample': 0.9988081333868353}",2,0.861459675244987
-0.9875130616509928,"{'learning_rate': 0.3752578187021738, 'max_depth': 5.292067738886556, 'max_features': 0.30125570182320305, 'n_estimators': 162, 'random_state': 0, 'subsample': 0.9447450526300404}",3,0.43716003093868494
-0.9265935214211076,"{'learning_rate': 0.37917913833088257, 'max_depth': 4.728907070341472, 'max_features': 0.9976737667635491, 'n_estimators': 72, 'random_state': 0, 'subsample': 0.21528934464177218}",4,0.48460702132433653
-0.8967607105538141,"{'learning_rate': 0.5558859920439594, 'max_depth': 7.220749916339567, 'max_features': 0.98950901836436, 'n_estimators': 14, 'random_state': 0, 'subsample': 0.2500462300319398}",5,0.18209001142531633
-0.9926854754440961,"{'learning_rate': 0.3435263955889356, 'max_depth': 3.965480057476924, 'max_features': 0.12567842551790365, 'n_estimators': 69, 'random_state': 0, 'subsample': 0.5854651416983447}",6,0.600258368998766
-0.6949843260188088,"{'learning_rate': 0.7744078015578992, 'max_depth': 1.1436048557727068, 'max_features': 0.3679181286729407, 'n_estimators': 460, 'random_state': 0, 'subsample': 0.023188606350499907}",7,1.0308841150254011
-0.9435736677115989,"{'learning_rate': 0.8160303605653815, 'max_depth': 7.929132872566895, 'max_features': 0.18144560437599266, 'n_estimators': 137, 'random_state': 0, 'subsample': 0.6499146769219375}",8,0.3728912714868784
-0.754075235109718,"{'learning_rate': 0.5381338497721757, 'max_depth': 1.0111354458187405, 'max_features': 0.6508316980008048, 'n_estimators': 344, 'random_state': 0, 'subsample': 0.009020140446996061}",9,0.7362369615584612
-0.9928944618599791,"{'learning_rate': 0.2191770720801992, 'max_depth': 7.603244660451765, 'max_features': 0.5512264703512165, 'n_estimators': 231, 'random_state': 0, 'subsample': 0.775576960832175}",10,0.9516527494415641
-0.9231974921630094,"{'learning_rate': 0.7719462188990011, 'max_depth': 6.620819694564447, 'max_features': 0.5179700028526304, 'n_estimators': 72, 'random_state': 0, 'subsample': 0.2680928958534833}",11,0.35567220486700535
-0.5,"{'learning_rate': 0.270887825146261, 'max_depth': 0.02417155405983351, 'max_features': 0.9816374894110967, 'n_estimators': 252, 'random_state': 0, 'subsample': 0.22444884301082746}",12,0.854121645912528
-0.9927899686520376,"{'learning_rate': 0.05787079646419935, 'max_depth': 3.6078398399232574, 'max_features': 0.9774674665977717, 'n_estimators': 247, 'random_state': 0, 'subsample': 0.7782356233296316}",13,2.6550467256456614
-0.9878787878787879,"{'learning_rate': 0.49047803714405436, 'max_depth': 7.884295227104582, 'max_features': 0.2719662141727137, 'n_estimators': 485, 'random_state': 0, 'subsample': 0.5425980940932003}",14,1.3962677419185638
-0.9044409613375131,"{'learning_rate': 0.6923470360228062, 'max_depth': 1.6578711808774722, 'max_features': 0.44589735190801505, 'n_estimators': 199, 'random_state': 0, 'subsample': 0.442521110483175}",15,0.5524420589208603
-0.5,"{'learning_rate': 0.6390969483278589, 'max_depth': 0.03996527513985004, 'max_features': 0.5772583236198889, 'n_estimators': 430, 'random_state': 0, 'subsample': 0.6872311388770309}",16,0.8385487934574485
-0.9312957157784745,"{'learning_rate': 0.8454700665311828, 'max_depth': 2.8250349871271103, 'max_features': 0.108108198931271, 'n_estimators': 327, 'random_state': 0, 'subsample': 0.3412064804946807}",17,0.7822349388152361
-0.8997387669801462,"{'learning_rate': 0.8333270668263424, 'max_depth': 1.0026653891384605, 'max_features': 0.4658972424617277, 'n_estimators': 337, 'random_state': 0, 'subsample': 0.1595712321347348}",18,0.7432831609621644
-0.5,"{'learning_rate': 0.47919295436987064, 'max_depth': 0.7483059201989075, 'max_features': 0.1704573616696955, 'n_estimators': 367, 'random_state': 0, 'subsample': 0.62606715626719}",19,0.6662301123142242
-0.5,"{'learning_rate': 0.7081195608577087, 'max_depth': 0.011233928032909013, 'max_features': 0.05345683050291339, 'n_estimators': 39, 'random_state': 0, 'subsample': 0.7028503425502466}",20,0.08930691704154015
-0.9921630094043887,"{'learning_rate': 0.05151489997275466, 'max_depth': 5.874768774090816, 'max_features': 0.7936635592045718, 'n_estimators': 247, 'random_state': 0, 'subsample': 0.8325431495295614}",21,2.382780583575368
-0.9918495297805643,"{'learning_rate': 0.01098155671300359, 'max_depth': 3.4440547779732182, 'max_features': 0.6653538597264935, 'n_estimators': 443, 'random_state': 0, 'subsample': 0.814698261064227}",22,3.720511660911143
-0.9932079414838035,"{'learning_rate': 0.15036541336241524, 'max_depth': 2.297522447572271, 'max_features': 0.8118152014293991, 'n_estimators': 441, 'random_state': 0, 'subsample': 0.8311760294633513}",23,2.160910408012569
-0.9871995820271682,"{'learning_rate': 0.9979797811384348, 'max_depth': 2.129290461963316, 'max_features': 0.8638737012849376, 'n_estimators': 317, 'random_state': 0, 'subsample': 0.9153348315380677}",24,0.9848869349807501
-0.9889237199582027,"{'learning_rate': 0.1755345692271649, 'max_depth': 2.4891071976450894, 'max_features': 0.6728259728231538, 'n_estimators': 21, 'random_state': 0, 'subsample': 0.4575127489151277}",25,0.33796596992760897
